1938.01.18|18-Jan-1938|SOUTH AFRICA|KZN|Vetch’s Pier, Durban|Watching seine netters with friends, one of whom picked up a netted shark|M|13|Leg bitten PROVOKED INCIDENT||-29,86|31,03|P
1938.01.25|25-Jan-1938|AUSTRALIA|New South Wales|Tweed Heads|Fishing|M||Hand bitten by landed shark PROVOKED INCIDENT|Identified as white shark by fishermen|-28,17|153,54|P
1938.03.08|08-Mar-1938|AUSTRALIA|Northern Territory|Liverpool River|Canoe capsized by shark|M||Leg severed, but survived||-12,69|133,84|D
1938.05.15|15-May-1938|IRAQ|Basrah City|Ashar Canal, where people wash clothes & kitchen pans|Swimming, naked|M|9 or 10|Arm severed, but survived. Note: Some weeks later he was swimming at the same spot when a shark severed his right foot.|Bull shark|||D
1938.05.26|26-May-1938|COSTA RICA|Nicoya Peninsula||Fishing|M||FATAL, pulled overboard by tuna, & bitten by shark ||10|-85,42|D
1938.06.06|06-Jun-1938|AUSTRALIA|New South Wales|Manly|Hardhat diving|M||No injury, the shark knocked him off his feet|6' shark|-33,8|151,29|D
1938.06.17|17-Jun-1938|NICARAGUA|Lower San Juan River||The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered|||FATAL x 2, all other passengers & crew reached shore after a long swim|Thought to involve bull sharks|||D
1938.07.12|12-Jul-1938|AUSTRALIA|Torres Strait|Off Bathurst Island|Hardhat diving from Japanese pearling lugger, Zulu o. Maru|M||FATAL,dragged out of diving helmet  ||||D
1938.07.17|17-Jul-1938|USA|California|Dana Point|Fishing, removing gaff from shark's mouth|M|27|Leg bitten by gaffed shark PROVOKED INCIDENT||33,47|-117,7|P
1938.07.18|18-Jul-1938|USA|South Carolina|Charleston|Swimming|M||Foot & ankle lacerated||32,78|-79,93|D
1938.08.18|18-Aug-1938|USA|California|Near Encino|Fishing|M||Lacerations to hand by hooked shark PROVOKED INCIDENT||34,16|-118,5|P
1938.08.29|29-Aug-1938|CHINA|North China|Outer harbor, Hong Kong|Swimming alongside warship   Tsingt-ao|M||FATAL, leg severed  ||||D
1938.12.28|28-Dec-1938|AUSTRALIA|New South Wales|North Beach, Belligen River||M|19|FATAL, thought to have been taken by a shark ||-31,25|146,92|D
1939.01.13|13-Jan-1939|AUSTRALIA|New South Wales|Clarence River||M||No injury||-29,39|153,31|D
1939.03.24|24-Mar-1939|PAPUA NEW GUINEA|Central Province|Port Moresby|Dived for a coin|M||FATAL, leg severed just below hip |"a large shark"|-9,48|147,19|D
1939.04.12.R|12-Apr-1939|PAPUA NEW GUINEA|Morobe Province|Bulolol|Dived for a coin|M|9|FATAL||-7,2|146,63|D
1939.05.03|3-May-1939|USA|Atlantic Ocean|At sea, several hundred miles south east of Cape Henry, Virginia|Washed off freighter Huncliff by a freak wave|M||FATAL, attacked by shark, body not recovered ||||D
1939.07.14|14-Jul-1939|USA|Texas|West Bay, 19 miles from Galveston|Seine netting|M||Leg bitten by snared shark PROVOKED INCIDENT|18' shark|29,3|-94,8|P
1939.07.16|16-Jul-1939|BAHAMAS|Andros Island|Blue Hole|Dress diving, filming shark & pulling it through the water for a motion picture scene|M|38|Minor injury to shoulder & back PROVOKED INCIDENT|2.1 m [7'] nurse shark|||P
1939.08.01|1-Aug-1939|USA|California|Off San Pedro|Fishing|M|33|Harpooned shark bit his arm PROVOKED INCIDENT||33,74|-118,28|P
1939.10.04|4-Oct-1939|USA|Hawaii|Kane'ohe Bay, Mokapu, O'ahu|Spearfishing, had just speared a ulua|M||Hand bitten|1.5 m [5'] shark|21,44|-158|D
1939.11.06|6-Nov-1939|AUSTRALIA|New South Wales|Wollongong||||No details||-34,42|150,88|B
1939.11.09|9-Nov-1939|AUSTRALIA|New South Wales|Wollongong||||No details||-34,42|150,88|B
1939.11.11|11-Nov-1939|AUSTRALIA|New South Wales|Maroubra||||Boat bitten by gaffed shark PROVOKED INCIDENT|whaler shark|-33,94|151,24|P
1939.12.14|14-Dec-1939|AUSTRALIA|Queensland|Rubbish Dump Creek, Mackay|Swimming |M|20|FATAL, left foot & right leg bitten, later surgically amputated  |2.6 m [8.5'] shark landed 2 hours later|-21,14|149,19|D
1939.12.28|28-Dec-1939|AUSTRALIA|New South Wales|Cabramatta Creek, George’s River |Swimming|M||Abrasion above knee||-33,9|150,96|Q
1940.01.01|1-Jan-1940|AUSTRALIA|Queensland|Malagigi, Barrier Reef|Diving|M||Leg lacerated||-20,92|142,7|D
1940.01.07|7-Jan-1940|SOUTH AFRICA|KZN|Warner Beach, South Coast|Swimming |M|18|FATAL, leg & thigh bitten  |2.4 m [8'] shark|||D
1940.01.15|15-Jan-1940|AUSTRALIA|Queensland|Surfers Paradise, near Southport|Swimming|M|22|Chest lacerated||-28|153,43|D
1940.01.23|23-Jan-1940|AUSTRALIA|New South Wales|North Brighton, Botany Bay|Swimming|M|13|FATAL, left leg severed  |3 m [10'] shark|-33,95|151,21|D
1940.02.04|4-Feb-1940|AUSTRALIA|New South Wales|North Brighton, Botany Bay|Wading|M|55|FATAL, injuries to both arms  ||-33,95|151,21|D
1940.02.20|20-Feb-1940|AUSTRALIA|New South Wales|Sydney Harbour|Canoeing|||No injury. Shark grazed canoe, snapped at a piece of mast being trailed in the water & followed it into 2' of water||-33,85|151,2|B
1940.02.22|22-Feb-1940|SOUTH AFRICA|KZN|Inyoni Rocks, South Coast|Swimming|M|17|FATAL, left thigh & knee bitten |160-kg [353-lb] white shark, identity confirmed by tooth pattern|||D
1940.03.20|20-Mar-1940|AUSTRALIA|New South Wales|Gerringong|Free diving for lobster|M||Minor injuries to foot|Wobbegong shark|-34,75|150,83|D
1940.03.31|31-Mar-1940|SOUTH AFRICA|KZN|Danger Pool, Winkelspruit, South Coast|Treading water|M|25|FATAL, right thigh & calf bitten |White shark, species identity confirmed by tooth pattern|||D
1940.06.30|30-Jun-1940|USA|North Carolina|Holden Beach, Brunswick County|Fishing|M||Thigh lacerated|3 m [10'] shark|33,91|-78,3|D
1940.07.13.a|13-Jul-1940|USA|South Carolina|Folly Beach, Charleston County|Standing |M||Struck by shark immediately before it bit Tanner (see below)||32,66|-79,94|D
1940.07.13.b|13-Jul-1940|USA|South Carolina|Folly Beach, Charleston County|Standing|M||Ankle bitten||32,66|-79,94|D
1940.12.10|10-Dec-1940|AUSTRALIA|Northern Territory|Darwin|Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten|M||Leg severely lacerated PROVOKED INCIDENT||-12,46|130,84|P
1940.12.20|20-Dec-1940|SOUTH AFRICA|KZN|Inyoni Rocks, South Coast|Swimming|M|17|FATAL, multiple injuries to legs & buttocks ||||D
1940.12.28|28-Dec-1940|AUSTRALIA|New South Wales|Stockton Beach, Newcastle|Standing on sandbank|M|23|FATAL, injuries to lower back ||-32,78|152,08|D
1941.01.29|29-Jan-1941|SOUTH ATLANTIC OCEAN|In Convoy OB 274|Off Sierra Leone|Rescuing seaman after ship sunk by German raider|M|19|Clothing torn by sharks||||D
1941.02.01|1-Feb-1941|JAMAICA|Trelawney Province|Bogue (near Falmouth)|Seine netting|M||Left knee, calf & heel bitten by shark trapped in the net PROVOKED INCIDENT||||P
1941.02.13|13-Feb-1941|AUSTRALIA|New South Wales|Wollongong|Fishing|M|34|Hand lacerated by hooked shark PROVOKED INCIDENT||-34,42|150,88|P
1941.03.09|9-Mar-1941|USA|California|Santa Monica|Fishing|M|53|Right hand bitten by boated shark PROVOKED INCIDENT|1.2 m [4'] bonito shark (mako shark)|34,02|-118,49|P
1941.03.24|24-Mar-1941|SOUTH ATLANTIC OCEAN||750 miles off the African coast|The troopship Britannia was sunk by the German raider Thor|M||Dr. A.R. Hernandez of ship Cabo Hornos treated passenger whose leg was severed by a shark||||
1941.06.15|15-Jun-1941|USA|New York|15 miles south of Jones Inlet|Fishing from 32' boat|M|43|Left hand bitten as he tried to put rope around shark's tail PROVOKED INCIDENT|2.1 m [7'] shark|43,75|-74,79|P
1941.07.01|01-Jul-1941|USA|Hawaii|Nankuli, O'ahu|Fishing|M||Arm bitten while removing shark from fishing line PROVOKED INCIDENT|100-lb shark|21,39|-158,15|P
1941.07.22|22-Jul-1941|USA|New Jersey|Brielle (Offshore)|Fishing for tuna|||No injury to occupants, shark leapt into boat & bit cabin door|Mako shark|40,06|-74,41|B
1941.08.01|01-Aug-1941|USA|South Carolina|Sullivan's Island at entrance to Charleston Harbor|Swimming at edge of channel|M|20|Chest lacerated||33,84|-81,16|D
1941.08.05|05-Aug-1941|AUSTRALIA|New South Wales |Parramata River|Swimming|M||Presumed FATAL but shark involvement prior to death was unconfirmed||-33,82|151,02|Q
1941.09.25|25-Sep-1941|CARIBBEAN|125 nm north of Aruba||SS Ethel Skakel foundered in Central America Hurricane of 1941|M||Leg lacerated FATAL||||D
1941.11.19|19-Nov-1941|AUSTRALIA|Western Australia|Shark Bay|German raider Kormoran was sunk in an engagement with HMAS Sydney|M||Leg bitten||-25,8|113,69|
1941.11.24|25-Nov-1941|SOUTH ATLANTIC OCEAN|North of Pernambuco, Brazil||British cruiser Dunedin torpedoed & sunk by the U-124|||418 perished, only 67 survived, some of the men were taken by sharks||||
1941.12.07|07-Dec-1941|SOUTH ATLANTIC OCEAN|||Torpedoed & burning British  light cruiser with a crew of 450 men|||Only 170 survived, many of the crew were said to have been taken by sharks|Reportedly: oceanic whitetip sharks, blue sharks, tiger sharks & bull sharks|-33,72|-16|
1942.01.04|04-Jan-1942|AUSTRALIA|New South Wales|Egg Rock, Middle Harbor, Sydney|Swimming|F|28|FATAL, bitten in two  |4 m [13'] bull shark|-33,87|151,21|D
1942.01.18|18-Jan-1942|AUSTRALIA|New South Wales|Manly||||Paddle of surf ski bitten by shark||-33,8|151,29|B
1942.03.04|04-Mar-1942|AUSTRALIA|New South Wales|George’s River||M|18|Cause of death was drowning, shark bites were post mortem||-33,97|151,03|Q
1942.03.08|08-Mar-1942|CUBA|Guantanamo Province|30 nm southeast of Guantanamo Bay|Esso Bolivar was torpedoed & shelled by the German submarine U-126|M||Of her crew of 50, eight perished, including the two injured men||||
1942.04.05|05-Apr-1942|INDIAN OCEAN|West of Ceylon (Sri  Lanka)|300 nm from shore|H.M.S. Cornwall & H.M.S.Dorsetshire sunk by Japanese dive bombers. Officers & men in the water formed a circle with 60 of their dead in the center for 36 hours|||Sharks were numerous & took corpses but made no attempts to harm the survivors.||||Q
1942.05.09|09-May-1942|AUSTRALIA|Queensland|Great Barrier Reef, off Cairns|Diving from lugger|M||Hands, arms & knee lacerated||-16,92|145,77|D
1942.08.08|8-Aug-1942|SOLOMON ISLANDS|||Japanese aircraft shot down. He was one of two survivors rescued by the U.S. destroyer Mugford|M||Lacerations to left arm||-9,65|160,16|
1942.09.11|11-Sep-1942 to 16-Sep-1942|SOUTHWEST PACIFIC OCEAN||Southwestern Pacific Base|Adrift on life raft|M||FATAL, 2 of the 9 airmen killed by sharks|Tiger shark & others|||
1942.09.12.a|12-Sep-1942|AUSTRALIA|Queensland|Trinity Beach, 17 km northwast of Cairns|Treading water|M|24|Right foot severed & calf removed, leg  surgically amputated below the knee|2.4 m to 3 m [8' to 10'] tiger shark|-16,92|145,77|D
1942.09.12.b|12-Sep-1942|ATLANTIC OCEAN||360 miles north of Ascension Island|The Pacquebot Laconia, enroute to Liverpool with 600 Italian prisoners onboard, was torpedoed by the German submarine  U-156 and only 2 rafts were launched before the ship went down. Unable to board an overcrowded raft, he was swimming.|M||Calf lacerated. He was rescued by German submarine, which sunk. Rescued by Italian submarine, which sunk. Managed to reach Dakar||||
1942.09.30|30-Sep-1942|ATLANTIC OCEAN|04.05N-13.23W||The 6015-ton British ship Empire Avocet was torpedoed by the German submarine U-125. |||Survivors on life rafts were harassed by sharks||36,15|-75,74|
1942.10.12|12-Oct-1942|SOLOMON ISLANDS|Guadalcanal|Cape Esperance (near Savo Islands)|His ship, the US destroyer Duncan DD 485, had been  sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation  |M|25|Foot, hand, elbow & calf lacerated & abraded, thigh gashed||-9,58|160,15|
1942.11.01|01-Nov-1942|SOUTH AFRICA|Western Cape Province|Clifton|Swimming |M|18|FATAL, body not recovered|4.5 m  to 6 m [14'9" to 20'] white shark, according to witnesses|-33,94|18,37|D
1942.11.13|12-Nov-1942|SOLOMON ISLANDS|Off Guadalcanal|Anti-Aircraft cruiser USS Atlanta (CL,-05) travelling in convoy after the Battle of Midway, encountered a Japanese flotilla  (Battle of Guadalcanal) &, heavily damaged by gunfire, she was lost off Lunga Point|Swimming|M||Injured by sharks, but managed to swim ashore 6.5 hours later||||D
1942.11.14|14-Nov-1942|SOLOMON ISLANDS / VANUATU||North of Guadalcanal, Solomon Islands while enroute to Vanuatu|Explosion & sinking of the USS Juneau after being torpedoed by the submarine  I-85|M||Over a period of a week men in the water died of wounds, thirst & sharks. George Sullivan, the last of the Sullivan brothers, survived for 5 days & then was killed by 3 sharks.||||
1942.11.16|16-Nov-1942|SOLOMON ISLANDS||Battle of Guadalcanal|Thrown from destroyer when shell hit|M|19|Hip bitten||-9,42|160|
1942.11.21|21-Nov-1942|INDIAN OCEAN||Bound from Cape Town for St. Helena|On 6-Nov-1942, the German submarine U-68 sank the City of Cairo 5 days from Cape Town, survivors took to lifeboats & rafts. On the 15th day, a fireman jumped over the stern & was taken by sharks|M||FATAL||||
1942.11.25|25-Nov-1942|SOUTH AFRICA|KZN|Umkomaas|Swimming|M|38|Calf bitten, leg surgically amputated||-30,2|30,78|D
1942.11.28|28-Nov-1942|SOUTH AFRICA|KNZ|50 km off St. Lucia|U-177 torpedoed & sank the troopship Nova Scotia|M||192 survived, but 750 perished. Many were taken by sharks, including Levine|1.8 m to 2.4 m [6' to 8'] sharks, most were oceanic whitetip sharks|||
1942.12.26|26-Dec-1942|AUSTRALIA|New South Wales|Bantry Bay, near Ironstone Point, Middle Harbor, Sydney|Dog paddling or standing|F|15|FATAL, legs bitten |Bull shark|-33,87|151,21|D
1943.03.02|02-Mar-1943 to 07-Mar-1943|PAPUA NEW GUINEA|Morobe Province|Huon Gulf|8 Japanese destroyers guarding a convoy of 8 transports were attacked by 129 Allied fighters, 207 bombers & 3 squadrons of the Royal Australian Air Force. Most of the vessels were sunk or scuttled|||An estimated  3,320 Japanese troops perished, some were taken by sharks||||
1943.03.03|03-Mar-1943|BRAZIL|Bahia|16º 10' S . 35º58W|The 3540-ton Alfonso Penna was torpedoed & sunk by the Italian submarine Barbarigo|||33 crew & 92 passengers were lost, it was thought that  some were killed by sharks  FATAL||-11,41|-41,28|
1943.03.14|14-Mar-1943|SIERRA LEONE||Longitude: 35º 58' W|The 21,516-ton troopship Empress of Canada torpedoed and sunk by the Italian submarine Leonardo da Vinci|||Of the 1346 on board, 392 perished including 90 women & 44 crew. 1 person known to have been fatally injured by a shark.||||
1943.03.21|21-Mar-1943|SOUTH AFRICA|KZN|North Beach, Durban|Swimming|M|31|FATAL, thigh lacerated, both calves bitten  ||-29,85|31,03|D
1943.04.05|5-Apr-1943|USA|Hawaii|3 miles from shore off McGregor Point, Maui|Small boat swamped, 4  people swimming to shore but he fell behind the other 3 and vanished|M||On 29-Apr-1943 his remains (right forearm & swim trunks) were found in shark’s gut|4.9 m [16'] shark|20,8|-156,33|Q
1943.05.14|14-May-1943|AUSTRALIA|Queensland|Off Brisbane|Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177|M|F|FATAL||-27,47|153,02|
1943.05.17.a|17-May-1943|CENTRAL PACIFIC||68 miles east of Wallis Island|S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water|M||FATAL, right leg & left thigh bitten  ||||
1943.05.17.b|17-May-1943|CENTRAL PACIFIC|68 miles east of Wallis Island||S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water|M|26|Jaw dislocated & contusions from many blows on legs & body by shark fins, rescued after 14 hours||||
1943.05.27|27-May-1943|PACIFIC OCEAN|||B-24 crashed during a search mission. Survivors in raft for 47 days |M||Survived||-8,78|-124,51|Q
1943.07.18|18-Jul-1943|USA|Florida|40 miles off Islamorada, near Cay Sal|Treading water after survivng crash of the US Navy airship K-74 that was hit by the German submarine U-134|M||FATAL||27,66|-81,52|
1943.09.23|23-Sep-1943|PANAMA (Pacific Ocean)|Gulf of Panama|North shore of Rey Island, Las Perlas archipelago|Dived overboard to check propeller of US Navy motor torpedo boat|M|20|FATAL, left leg  & shoulder bitten  |2 m [6'9"] white shark (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)|||D
1943.10.26|26-Oct-1943|USA|Florida|Victim was on said to be on tanker that collided off Florida coast on 10-20-1943||M||Hand, forearm, leg and pelvis recovered from shark’s gut|Remains found in  4.25 m  [14'] shark caught at Baker’s Haulover, Miami Beach on 10-26-1943|27,66|-81,52|Q
1943.11.12|12-Nov-1943|PACIFIC OCEAN|Near the Fiji Islands|22º08'S  : 178º06'W|The 6711-ton American freighter & troop transport Cape San Juan was torpedoed by the Japanese submarine I-21|||Of the 1,429 people on board, only 448 survived. Sharks were attacking survivors as they were being rescued||||
1943.11.21|21-Nov-1943|SOUTH AFRICA|Eastern Cape Province|Kei River Mouth|Swimming with board|M||Right foot lacerated||-32,68|28,37|D
1943.12.04|04-Dec-1943|USA|South Carolina|Off Charleston|The Cuban freighter Libertad was torpedoed and sunk by the Japanese submarine U-129|||Of the 18 crew who survived the sinking, 10 were taken by sharks. Cabarrocas was bitten but survived||32,8|-80,02|
1943.12.12|12-Dec-1943|SOUTH AFRICA|KZN|Inyoni Rocks, Amazimtoti |Treading water|M|17|FATAL, abdomen, buttock & thigh lacerated  ||-30,05|30,89|D
1944.01.04|04-Jan-1944|SOUTH AFRICA|KZN|North Beach, Durban|Swimming|M|26|FATAL, leg bitten knee to ankle & posterior tibial artery severed; died of toxemia 2 days later ||-29,85|31,03|D
1944.01.14|14-Jan-1944|AUSTRALIA|New South Wales|First Beach, Forster|Surfing|M|14|Both legs bitten, one surgically amputated||-32,18|152,51|D
1944.01.16|16-Jan-1944|AUSTRALIA|Western Australia|Cottesloe, Perth|Fishing|M||No injury, shark took day's catch & struck boat|14' shark|-31,99|115,75|B
1944.01.20|20-Jan-1944|SOUTH AFRICA|KZN|North Beach, Durban|Body surfing|M|22|FATAL, right thigh lacerated, femoral artery severed ||-29,85|31,03|D
1944.02.26|26-Feb-1944?|USA|Florida|20 miles off Venice in Gulf of Mexico||M||Human remains (lower ribs to knees) found in shark|Said to involve a "leopard shark", more likely a tiger shark|27,66|-81,52|Q
1944.02.27|27-Feb-1944|SOUTH AFRICA|Western Cape Province|False Bay|Treading water|M||Foot & ankle lacerated|2.1 m [7'] shark|-34,1|18,47|D
1944.03.14|14-Mar-1944|SOUTH AFRICA|KZN|Country Club Beach, Durban|Treading water|M|16|Ankle severely lacerated||-29,83|31,03|D
1944.03.26.a|26-Mar-1944|SOUTH AFRICA|KZN|North Beach, Durban|Standing|M|23|FATAL, left thigh & calf bitten  ||-29,85|31,03|D
1944.03.26.b|26-Mar-1944|SOUTH AFRICA|KZN|Country Club Beach, Durban|Treading water|M|18|Left thigh bitten||-29,83|31,03|D
1944.05.04|04-May-1944|PAMAMA|Gulf of Panama (Pacific Ocean)|Near Rey Island Las Perlas archipelago|Washed overboard by swell|M||FATAL. His back was bitten as he was being towed to ship by rescuer, Lieut (j.g.) Stanley Kurta, then the shark pulled him below the surface. |2.4 m [8'] white shark|||D
1944.05.31|31-May-1944|USA|Florida|Atlantic Beach, Mayport|Bathing|F|15|Left calf bitten|1.8 m [6'] blacktip shark or spinner shark|30,39|-81,43|D
1944.06.23|23-Jun-1944|PACIFIC OCEAN - NORTH||Aircraft went down on 6/12/1944. He survived on raft for 11 days and was 150 miles off Guam when rescued||M||When picked up by the USS Boyd DD 44 on 6/23/1944 his raft was "surrounded by sharks"||||Q
1944.07.22|22-Jul-144|SOUTH AFRICA|Western Cape Province|Hartenbos|Swimming|M|17|FATAL, body not recovered|White shark, according to witnesses|-34,13|22,11|D
1944.08.20|20-Aug-1944|SOUTH AFRICA|KZN|Margate|Swimming |M|19|FATAL, body not recovered||-30,85|30,38|D
1944.09.03|03-Sep-1944|USA|Maryland|North Beach|Swimming|M|13|Laceration to right lower leg||38,71|-76,53|D
1944.10.24|24-Oct-1944|||225 miles east of Hong Kong|Japanese POW ship Arisan Maru with 1800 American prisoners of war on board bound for slave labor camps was torpedoed by an American submarine|M||Most of the men drowned & some were taken by sharks. Only only nine men survived||40,76|-111,91|
1944.10.25.a|25-Oct-1944|PHILIPPINES||Off Cape Engano|Parachuted into Pacific|M||Shark grazed leg, leaving toothmarks||||D
1944.10.25.b|25-Oct-1944|PHILIPPINES|Off Samar Island in the Gulf of Leyte|USS Johnstonl DD 557 sunk on 10/24/1944 in the Battle off Samara|Swimming beside raft|M||Clinton was bitten on his back, 2 others did not survive||||
1944.10.26.a|26-Oct-1944| PHILIPPINES|Bernardino Strait near Gulf of Leyte|USS Hoel DD 533 sunk on 10/24/1944 in the Battle off Samar|Swimming alongside floater net & liferaft|M||FATAL, both were killed by sharks||||
1944.10.26.b|26-Oct-1944|PHILIPPINES||USS Gambier Bay CVE-73  shelled & sunk  at 09h57 on 10/24/1944, by Japanes fleet enroute to attack the Allied landing force at Leyte|Floating|M||When survivors werer rescued on 10/27/1944 by PC 623 there were many sharks in the area||||
1944.11.08|08-Nov-1944|||||M|18|FATAL||||
1944.12.02|02-Dec-1944|USA|Florida|3 miles north of the inlet at Palm Beach|Fishing for mackerel|||No injury to occupants. After being prodded with an oar, shark struck bow and sank boat PROVOKED INCIDENT|4.5 to 5.5 m [14'9" to 18'], 2000-lb  tiger shark|26,71|-80,04|P
1945.02.05|05-Feb-1945|ISRAEL|Tel Aviv||Swimming|M||Survived. R.A.F. pilot, seeing commotion in the water, dived his plane to investigate and scared off shark||32,06|34,79|D
1945.03.07|07-Mar-1945|SOUTH AFRICA|KZN|Scottburgh|Walking|M|37|Right leg bitten knee to foot, surgically amputated|Thought to involve a Zambesi shark|-30,3|30,67|D
1945.05.08|08-May-1945|USA|North Carolina|Ocracoke Inlet|Swimming|M||FATAL, large gash to thigh||35,06|-76,02|D
1945.06.15|15-Jun-1945|AUSTRALIA|Queensland|Trinity Beach, Cairns||M||FATAL||-16,79|145,69|D
1945.07.30|30-Jul-1945|PHILIPPINES|In transit between Tinian and Leyte|200 miles Leyte|American cruiser Indianapolis torpedoed & sunk by the Japanese submarine I-58|||About 300  crew perished during the sinking, the remainder abandoned ship. Many who survived the loss of the ship were taken by sharks. In all, only 316 of her crew of 1,196 survived.||||
1945.08.06|06-Aug-1945|USA||Ocracoke Inlet||||FATAL||35,06|-76,02|D
1945.08.19|19-Aug-1945|IRAN / IRAQ|Shatt-al-Arab River|Vicinity of Abadan||M||Lower left leg amputated||||D
1945.09.06|06-Sep-1945|IRAN|Shatt-al-Arab River|Bashamir|Swimming|M|13|Right forearm injured, mid-humeral amputation||||D
1945.09.16|16-Sep-1945|JAPAN|Ryukyu||American minesweeper USS YMS-350 lost in a typhoon - swimming to shore|M||FATAL||26,21|127,68|
1945.09.19|19-Sep-1945|OKINAWA|||American minesweeper USS YMS-472 foundered in a typhoon - swimming to shore|M|20|Laceration to arm||26,21|127,68|
1946.01.01|01-Jan-1946|SOUTH AFRICA|Eastern Cape Province|Pollock Beach, Port Elizabeth|Body surfing|M|24|Calf lacerated||-33,98|25,67|D
1946.01.07.a|07-Jan-1946|AUSTRALIA|New South Wales |Oatley Bay near Como, George’s River|Swimming|F|14|FATAL, left leg severed, right leg injured  ||-33,97|151,03|D
1946.01.07.b|07-Jan-1946|SOUTH AFRICA|Western Cape Province|False Bay|Jumping in swells|M|18|Foot bitten|1.5 m [5'] shark|-34,1|18,47|D
1946.01.17|17-Jan-1946|AUSTRALIA|Queensland|Townsville||M|12|Ankle bitten|small shark|-19,26|146,82|D
1946.01.24.a|24-Jan-1946|SOUTH AFRICA|KZN|Battery Beach, Durban|Swimming|M||Foot severely lacerated||-29,83|31,03|D
1946.01.24.b|24-Jan-1946|SOUTH AFRICA|KZN|Battery Beach, Durban|Treading water|M|15|Knee & calf lacerated||-29,83|31,03|D
1946.02.10.a|10-Feb-1946|SOUTH AFRICA|KZN|Battery Beach, Durban|Swimming |M|18|Flexed right  knee bitten||-29,83|31,03|D
1946.02.10.b|10-Feb-1946|AUSTRALIA|Western Australia|City Beach, Perth|Standing|M|18|Leg bitten, surgically amputated|4.2 m [13'9"] white shark|-31,91|115,77|D
1946.02.16|16-Feb-1946|SOUTH AFRICA|KZN|South Beach, Durban|Treading water|M|21|Right arm severely lacerated||-29,86|31,04|D
1946.04.19|19-Apr-1946|AUSTRALIA|Queensland|Trinity Beach, Cairns|Swimming|M|17|FATAL||-16,79|145,69|D
1946.05.09|09-May-1946|TANZANIA|Dar-es-Salaam |Dar-es-Salaam harbor|Swimming |M||Leg bitten||-6,83|39,28|D
1946.07.18.a|18-Jul-1946|IRAN|Khuzestan Province|Ahvaz, on the Karun River, 275 km from the sea|Swimming |M|12|Left Achilles tendon severed, calf muscles severely lacerated|Possibly C. leucas|31,32|48,68|D
1946.07.18.b|18-Jul-1946|IRAN|Khuzestan Province|Dorquain, on the Karun River|Fishing, probably with a net|M|12|Radius & ulna bared||||D
1946.08.18|18-Aug-1945|AUSTRALIA|Queensland|Ellis Beach, 20 miles from Cairns|Swimming after a tennis ball|M|30|FATAL, body not recovered|4.3 m [14'] shark|-16,92|145,77|D
1946.09.24|24-Sep-1946|HONG KONG||Tweed Beach|Bathing|M||FATAL||22,4|114,11|D
1946.10.14|14-Oct-1946|AUSTRALIA|New South Wales|Mark’s Point, Swan Bay, Lake Macquarie|Swimming|M|15|Left leg lacerated||-33,09|151,59|D
1946.11.20|20-Nov-1946|AUSTRALIA|Torres Strait|40 miles off Thursday Island|Pearl diving from lugger|M|30|FATAL, right arm severed||||D
1946.12.28|28-Dec-1946|AUSTRALIA|South Australia|Glenelg|Swimming near jetty with 2' piece of wood|M|23|Forearm & fingers lacerated, teethmarks on wood||-34,99|138,52|D
1947.01.05|05-Jan-1947|SOUTH AFRICA|KZN|Country Club Beach, Durban|Treading water|M|18|Flexed left leg lacerated|>1.6 m shark|-29,83|31,03|D
1947.01.14|14-Jan-1947|AUSTRALIA|New South Wales|Berry's Bay, Sydney Harbour|Rowing||17 & 16|No injury, shark lifted the boat 0.5 m out of the water|4.5  m [14'9"] shark|-33,84|151,2|B
1947.02.23|23-Feb-1947|AUSTRALIA||Palm Beach|Fishing|||No injury, shark holed boat||-33,6|151,32|B
1947.03.09|09-Mar-1947|SOUTH AFRICA|KZN|Country Club Beach, Durban|Treading water|M|22|Lacerations on buttock  &  right foot |2 m [6.75'] blacktip shark|-29,83|31,03|D
1947.03.12|12-Mar-1947|SOUTH AFRICA|KZN|Country Club Beach, Durban|Wading|M|18|Hip abraded, right calf severely lacerated||-29,83|31,03|D
1947.04.11|11-Apr-1947|SOUTH AFRICA|KZN|Rocket Hut Beach, Durban|Body surfing|M|14|Thigh severely lacerated, shin & calf lacerated||-29,86|31,03|D
1947.04.21|21-Apr-1947|SOUTH AFRICA|KZN|Country Club Beach, Durban|Treading water|M|21|Ankle & shin lacerated|1.5 m, 45-kg shark|-29,83|31,03|D
1947.06.27|27-Jun-1947|USA|Hawaii|Off Waianae, O'ahu|Fishing|M|35|Left forearm, arm & leg lacerated||21,44|-158,18|D
1947.07.15|15-Jul-1947|SOUTH AFRICA|KZN|North Beach, Durban|Swimming|M|20|Right thigh lacerated||-29,85|31,03|D
